Alertes,Alertes investiguées,Cas Confirmés,Cas Suspects,Décès confirmés,Taux d’occupation des lits chez les confirmés,Taux d’occupation des lits chez les suspects,Guéris
340,336,13,246,ND,ND,ND,0
